id,text_clean
1840995298757296128,"Chcesz działać na rzecz wolności, silnej, dumnej i bogatej Polski?  💪  Dołącz do #PejoTeam w powiecie świdnickim i buduj razem z nami przyszłość!  🇵  🇱 

Wspólnie ze Sławomirem Mentzenem i Ewą Zajączkowską-Hernik walczymy o silną Polskę opartą na wartościach wolnościowych i…  "
1840821271619387904,"Jeśli tacy ludzie tworzą rząd i mają nas chronić np. przed powodzią, to naprawdę trudno o optymizm względem losów naszego kraju. "
1840756633267306752,"Praworządność w wydaniu ekipy Tuska: jak przegracie w sądzie, zawsze możecie powiedzieć, że nie uznajecie tych sędziów, bo to są neosędziowie. Potwierdzone przez ministra obecnego rządu! "
1840658919942692864,"Hipokryzja nowego rządu w pełni! Jak ujawnia Onet, w należącym do państwa Totalizatorze Sportowym zatrudniono nowych dyrektorów regionalnych, a wśród nich… politycy PO, PSL i Lewicy i boiskowy kolega premiera Donalda Tuska. Wymienili tłuste koty Kaczyńskiego na uśmiechnięte koty…  "
1840632527528038912,"""Czysta woda""  🙃  "
1840476253901529088,"W najbliższą sobotę walka o złoto  💪  🇵  🇱 
Orlen Oil Motor Lublin wygrywa dzisiaj we Wrocławiu. Mamy to  👏  👏  👏  🏍 ️ 🏍 ️ 🏍 ️ "
1840443287901011968,"Gdyby Maciej Gdula znał się na inwestowaniu w działalność badawczo- rozwojową tak, jak na inwestowaniu w nieruchomości, o przyszłość polskiej nauki moglibyśmy być spokojni. Niestety jest inaczej. "
1840411269435625728,"Donald Tusk to hipokryta, dla którego punkt widzenia zależy od punktu siedzenia? Nic nowego, wiadomo o tym od dawna. "
1840368544346681600,Donald Trump w mocnych słowach o sytuacji Ukrainy i postawie prezydenta Zełenskiego! 
1840348605086920704,"  Czyli najważniejsze bobry, a ludźmi, którzy potrącili majątki, kto by się tam przejmował. Można wracać do weekendowania. I wy jesteście poważną partią?"
1840345465721597952,"Już jutro o 20:15 będę gościem w programie ""Bez Retuszu"" w . Zachęcam do oglądania! "
1840304113575194624,"Ale i tak będą Ci wmawiać, że płacąc coraz więcej za prąd, ogrzewanie czy transport, ratujesz planetę przed katastrofą klimatyczną  🤡  "
1840148680923591168,"To był intensywny dzień pełen wrażeń na trasie #Mentzen2025! Zaczęliśmy od spotkania w Chełmie, następnie odwiedziliśmy Lubartów, a na koniec tłumy sympatyków Konfederacji przywitały nas w Świdniku. Dziękuję wszystkim za obecność i znakomitą atmosferę na każdym ze spotkań.…  "
1840067585171169280,Za nami kolejne świetne spotkanie w Lubartowie w ramach trasy #Mentzen2025! A już o 19:00 w Świdniku zaczynamy ostatnie dzisiaj wydarzenie! 
1840039005095608320," To nawet miłe, że interesuje się Pani naszymi spotkaniami, zachęcam jednak do uczciwej relacji. Zdjęcie ze spotkania w Zamościu, g. 18.40 "
1840032224512545280,"Dumna Bogata i Bezpieczna Polska dla nas i następnych pokoleń  💪  🇵  🇱 
#Mentzen2025 #Konfederacja "
1839938309092487424,"Ryszard Petru nie inwestuje w mieszkania. No chyba, że chodzi o posiadanie wielu mieszkań i czerpania dochodu z ich wynajmu. To wtedy tak  🤡  "
1839735726763848192,"Wspaniałe spotkanie w malowniczym Zamościu! Dziękuję wszystkim, którzy przyszli dziś się z nami spotkać. Ogromna frekwencja na spotkaniach w trasie  dowodzi jednego - potrzebna jest prawdziwa zmiana w Pałacu Prezydenckim już w przyszłym roku! #Mentzen2025 "
1839692137920696576,"Brawo Javier Milei!  👏 

Prezydent Argentyny oświadczył, że jego kraj nie podpisze przyjętego przez Zgromadzenie Ogólne ""Paktu dla Przyszłości"", w którym zapowiedziano przyspieszenie zielonej transformacji. Określił ten dokument jako ""socjalistyczny program"" i ""atak na suwerenność…  "
1839617368969842944,Z taką ekipą można walczyć o lepszą Polskę  🇵  🇱  
1839581473914991104,"Walka Donalda Tuska z nepotyzmem okazała się krótka, ale za to nieskuteczna. "
1839414064537305600,"Spotkania w ramach trasy #Mentzen2025 z moim udziałem już w najbliższy piątek i sobotę!

 ❇ ️Zamość: 

 ❇ ️Chełm: 

 ❇ ️Lubartów: 

 ❇ ️Świdnik: 

Do zobaczenia! "
1839367245421584896,"Świetne wystąpienie ! Polacy zasługują na wyjaśnienia, Polacy zasługują na prawdę. Problem w tym, że rząd Donalda Tuska zajmuje się wyłącznie własnym PR-em. Premier mówi w Sejmie o nierobieniu polityki na powodzi, po czym z mównicy… robi politykę na powodzi. Im…  "
1839329277436993792,"Jakby ktoś chciał wesprzeć odbudowę zakładu, tutaj link do zrzutki  👇 

"
1839329140677468416,"Polski producent słodyczy, Cukry Nyskie  🇵  🇱 , zmaga się z trudną sytuacją po zalaniu fabryki, co spowodowało wstrzymanie produkcji i poważne uszkodzenia zakładu. Mimo to, prezes firmy, Andrzej Chomyszczak, zdecydował się nadal wypłacać pracownikom pełne pensje  💸  🔥 . 

Możemy…  "
1839264778964848640,Czarodziejska różdżka Izabeli Leszczyny magicznie zniknęła po dojściu do władzy.  🙃  
1839005975035912448,"Calość rozmowy:

"
1839005913639682560,"Postulat ""kredytu na start"" nie jest tak naprawdę wsparciem dla osób chcących zakupić pierwsze mieszkanie, lecz dla banków i deweloperów, którzy najmocniej skorzystają na stymulowaniu przez państwo rynku kredytów hipotecznych. Kredyt 0% nie zwiększy dostępności mieszkań, ale…  "
1838948949605957888,"Mowa nienawiści jest wtedy, gdy ktoś mówi 
coś, z czym nie zgadza się lewica. 

Jeśli lewica obraża innych, bo mają odmienne zdanie, to jest wolność słowa.  🙃  "
1838840950891655680,"Donald Tusk znalazł winnych dramatycznych skutków powodzi - to bobry! To ciekawe, biorąc pod uwagę, że jego ministrowie jeszcze w 2020 r. protestowali przeciwko decyzji Regionalnej Dyrekcji Ochrony Środowiska o odstrzale bobrów.  🙃  "
1838653653689020672,"Dożynki to czas podziękowań nie tylko Bogu za urodzaj i obfite plony, lecz również rolnikom za ich trud i wysiłek. Dzięki nim na naszych stołach jest chleb i zdrowa żywność. Docenienie ich poświęcenia zwłaszcza dzisiaj powinno być szczególne. "
1838621761090285568, 
1838621418218561536,Słuchając Pani wiceminister czasami ciężko utrzymać powagę  😉  
1838519548611268608,"Matematyka dla lewicy jest zdecydowanie zbyt trudna. Zdaniem ""ministry"" Dziemianowicz-Bąk 10 000 zł x 20 000 gospodarstw = 100 mln zł  🤡  "
1838487144752357632,"Prezydent Duda po raz kolejny stawia interesy ukraińskie nad polskimi! Wicepremier Kosiniak-Kamysz powiedział, że nie widzi dla Ukrainy miejsca w UE, dopóki ta nie rozwiąże kwestii Wołynia. Co na to Prezydent? Uważa, że każdy, kto blokuje wejście Ukrainy do Unii, wpisuje się w… "
1838267426779116032,"Rządzi nami intelektualna ""elita""  🙃  "
1838211497081585920,"Zdaniem lewicy ""nie czas i miejsce"" na upominanie się o prawdę historyczną w temacie rzezi wołyńskiej. Ciekawe, kiedy ich zdaniem jest ""czas i miejsce"". "
1838157905943564544,"Orlen pod rządami PiS - zły.
Orlen pod rządami PO - dobry!
To jest właśnie ich mentalność - wystarczy wymienić ludzi na swoich i już wszystko jest w porządku.  🤡  "
1837929952085225728,"Już w sobotę 28 września o 16:00 na Rynku w Lubartowie spotkanie w ramach trasy #Mentzen2025, w którym wezmę udział wraz z  oraz . Serdecznie zapraszam!

Dołącz do wydarzenia:  "
1837888281393930496,"Najpilniejsza potrzeba powodzian według Ministra Finansów? Kasy fiskalne, żeby można było jak najszybciej ściągać od nich podatki. To się nazywa uśmiechnięta pomoc! "
1837848542238408960,"Donald Tusk twierdzi, że w piątek 13 września ""nie było mowy o powodzi"". Tymczasem IMGW przypomina, że już 11 września ogłoszono najwyższy stopień ostrzeżenia przed zagrożeniem. Kolejne kłamstwo premiera? "
1837575253016695040,"Już w piątek 27 września o 18:00 na Rynku Wielkim w Zamościu spotkanie w ramach trasy #Mentzen2025 z moim udziałem!

Serdecznie zapraszam!

Dołącz do wydarzenia:  "
1837529458082714112,"Poszkodowana w powodzi mieszkanka Głuchołaz na antenie TVN: ""Ukraińcom dają wyremontowane mieszkania, a nam w stanie opłakanym."" I natychmiastowe przerwanie przez prowadzącego. Wymowna sytuacja. "
1837463617299489024,"Wspierajmy takie inicjatywy, kupujmy lokalnie. szczególnie, że produkty sprzedają Dzieciaki, harcerze RP  🇵  🇱 . W ten sposób uczymy siebie wzajemnie przedsiębiorczości, zaradności życiowej, wspieramy szczytne cele, naprawdę warto  💪  ❗ ️ 😎  "
1837394192814727168,"Wprowadzili przymocowane fabrycznie nakrętki tylko po to, by od przyszłego roku trzeba było tę nakrętkę oderwać w celu sprzedaży butelki w automacie w ramach systemu kaucyjnego. A na koniec nie umieją tego absurdu logicznie wytłumaczyć. "
1837206197952193024,"Jeden z użytkowników Facebooka opublikował post o rzekomych szabrownikach w Lądku-Zdroju i Stroniu Śląskim. Policja uznała to za rozpowszechnianie fałszywych informacji, w związku z czym zatrzymano autora, a sprawa ma trafić do prokuratury pod zarzutem utrudniania akcji… "
1837153004278919424,"Rafał Brzoska wyjaśnia, ile podatków odprowadza InPost w porównaniu do zagranicznych firm konkurencyjnych. Różnica robi wrażenie! "
1837085189517783296,"  Ta nominacja nie może dziwić, w końcu to prawdziwy ekspert od zalań. 🙃 "
1837026884388852224,"Już w sobotę 28 września o godzinie 19:00 widzimy się na Placu Konstytucji 3 Maja w Świdniku.
Razem ze mną na spotkaniu pojawią się  oraz .
Serdecznie zapraszam!

Dołącz do wydarzenia:
 "
1836873774412554496," Z pewnością szczerze opowiedzieli, jak było naprawdę xD"
1836831795947655168,Jest jeszcze duch w naszym Narodzie!  🇵  🇱  💪  
1836765406012317952,"Organizacje ekoterrorystyczne, a w tle działalność obcych służb ‼ ️
Warto posłuchać o tym, kto stoi za sabotowaniem rozwoju gospodarczego naszego kraju. "
1836669499967242496,"Już w sobotę 28 września o 13:00 na Placu dr. Łuczkowskiego w Chełmie spotkanie w ramach trasy  z moim udziałem. Serdecznie zapraszam!

Dołącz do wydarzenia:
 "
1836482386579644928,"Gorzkie słowa prawdy mieszkanki Stronia Śląskięgo. Wielu samorządowców nie radzi sobie z zarządzaniem kryzysowym, a mieszkańcy są pozostawiani sami sobie. Do walki z powodzią potrzebni są doświadczeni fachowcy a nie politycy. "
1836431900266635264,"Tak Urszula Zielińska sabotowała inwestycje hydrotechniczne, które mogły uratować przed powodzią tysiące mieszkańców Dolnego Śląska. Jej zdaniem tamy miały ""zubażać społeczeństwo"". Co teraz powie ludziom, którzy w powodzi stracili swoje dobytki? "
1836362750768894208,"Mamy  w Polsce odnoszących sukcesy przedsiębiorców, którzy potrafią przyjść z  pomocą w najtrudniejszych momentach. Szacunek za taką postawę! "
1836307486435086336," Stek obrzydliwych kłamstw. 17 września ZSRR napadł na Polskę w ramach tajnego protokołu do paktu Ribbentrop-Mołotow zawartego z III Rzeszą, popełniając liczne zbrodnie wojenne. Napaść na Polskę została zwieńczona wspólną defiladą Wehrmachtu i Armii Czerwonej w Brześciu oraz…  "
1836124241521184768," 🔥 Minister kultury Słowacji w mocnych słowach do działaczy ""tęczowej"" opozycji: 

""Jeśli macie zaburzenia psychiczne, powinniście się leczyć, a nie narzucać ludziom, że jesteście swego rodzaju normą i wszystko ma być po waszemu"".

Brawo za odwagę i obronę normalności! "
1836071725122883840,"Dla deweloperów kredyt 0%, dla ofiar powodzi pożyczka oprocentowana na 2,5% - to jest propozycja ze strony ministerstwa klimatu.

Rządzący najwyraźniej nie mają za grosz wstydu i chcą zarabiać na ludziach poszkodowanych przez kataklizm.

Minister Hennig-Kloska i wiceminister…  "
1835992251001868544,"Co za niewdzięczność ukraińskich władz! Zełenski zaatakował Polskę podczas spotkania z Radosławem Sikorskim. Kazał naszemu krajowi nie wracać do kwestii Wołynia, żądał więcej uzbrojenia i obrażał Naród, który pomógł Ukrainie najwięcej. Jak można tak nie mieć wstydu? Skoro tak…  "
1835930381884801536,Warto posłuchać  w temacie dostępu do broni! 
1835769516120330496,"   Dla dewelopera kredyt 0%, dla ofiar powodzi kredyt 2,5%. Nie macie za grosz wstydu."
1835704615955808256,"To bardzo miły gest ze strony Czechów, że przysyłają nam Mi-17 do pomocy w walce ze skutkami powodzi. Pytanie tylko, gdzie się podziały nasze śmigłowce, że potrzebujemy pomocy z zewnątrz? Czy to efekt systematycznego rozbrajania naszej armii w ostatnich latach? "
1835603063786078464,Pomagajmy potrzebującym! Zachęcam do wspólnej akcji i zbiórki darów w biurach poselskich.  🇵  🇱  
1835583874732036352,"Największe ogólnopolskie spotkanie kobiet o poglądach prawicowych w Polsce ‼ ️

Serdecznie zapraszamy wszystkie panie, a panów prosimy o przekazanie informacji kobietom w swoim otoczeniu.

Bądźcie z nami 28 września (sobota) w Sejmie RP. Rejestracja tylko do poniedziałku 16…  "
1835404538460963072," &gt;""To nie jest czas na uprawianie polityki""
&gt;""To co wyprawia prawica przechodzi ludzkie pojęcie""
Wytrzymała Pani bez uprawiania polityki całe pół zdania xD"
1835341109729341952,"Cztery lata temu obecna wiceminister klimatu i środowiska była przeciwko budowie zbiornika retencyjnego, argumentując to rzekomym ""niespełnianiem standardów przyrodniczych"" oraz ""postępującym problemem suszy"". Tacy właśnie eksperci od zjawisk przyrodniczych nami rządzą. "
1835229071426339072,"Jeśli Donald Tusk mówi, że ""prognozy nie są przesadnie alarmujące"" to jasny sygnał, że trzeba szykować się na najgorsze. "
1834991794217796096,"Lewica proponuje kolejny podatek - tym razem od pustostanów. 

Tym samym socjalizm znowu walczy z problemami, które sam stworzył, bowiem to przez lewicowe prawo o ochronie lokatorów wielu właścicieli woli trzymać puste mieszkania niż ryzykować ich wynajmowanie. 

Tymczasem…  "
1834846608837460224,"Profesor Piotrowski nie zostawia suchej na ""demokracji walczącej"" Donalda Tuska! ""To nie ma nic wspólnego z demokracją ani obroną demokracji"". "
1834672379462615296,"Jak wynika z danych Eurostat, Polska wydała najwięcej pozwoleń na pobyt w UE dla osób spoza Unii w 2023 roku ‼ ️
Jesteśmy już krajem masowej, niekontrolowanej imigracji, co ma już przełożenie na spadek naszego bezpieczeństwa i wzrost liczby przestępstw popełnianych przez…  "
1834547572247072768,"Dzięki głosom  a wbrew KO i Lewicy do prac w komisji został skierowany projekt wprowadzający ulgi w podatku Belki!

Skutecznie walczymy o proste i niskie podatki! "
1834488778422964480,"I na tym właśnie polega ""uśmiechnięta Polska""  😉  "
1834291922724163840,"Wstyd i kompromitacja ‼ ️
Żyjemy w państwie z kartonu, w którym najpierw prezydent a następnie minister spraw zagranicznych dają się wkręcić rosyjskim pranksterom, wyjawiając im szczegóły polityki zagranicznej. Od lat rządzą nami niepoważni ludzie - czy to z PiS czy to z PO. "
1834169857631293696,Według najnowszego sondażu IBRIS wśród zdecydowanych wyborców w zależności od wariantu kontrkandydatów Sławomir Mentzen otrzymałby 10-11% głosów i trzeci wynik w wyborach prezydenckich! To więcej niż cała Konfederacja w ostatnim badaniu tej samej sondażowni. Poszerzamy elektorat…  
1834130007695704320,"Z Polakami lepiej nie zadzierać. Po wydarzeniach na plaży w Śremie, gdzie dwóch Polaków zostało pobitych przez grupę obcokrajowców, mieszkańcy zorganizowali patrole obywatelskie, by oddolnie zadbać o bezpieczeństwo na ulicach.  💪  "
1833938930153988096,Drastyczny spadek konkurencyjności unijnej gospodarki względem USA i Chin. Taki jest efekt torpedowania gospodarek państw UE kolejnymi ideologicznymi regulacjami przez eurokratów. 
1833851613158502400,Logika lewicy w pigułce  😉  
1833780095233704192,Uśmiechnięta koalicja i jej pomysł na Polskę  😉  
1833602514379542784,"  ""Demokracja walcząca"" - nowe określenie Donalda Tuska na łamanie prawa. Tylko gdzie jest teraz Komisja Europejska?"
1833546490502930944,"Niezwykle ciekawa debata w Akademia Leona Koźmińskiego - Kozminski University  🧑 ‍ 🎓  👩 ‍ 🎓  👨 ‍ ⚕ ️ 👩 ‍ ⚕ ️ 🩻 
Wyjściowe zagadnienia:
Teza 1: Finansowanie publiczne innowacji nielekowych przyniesie korzyści systemowi
Teza 2: Dobre rozwiązania prawne są ważniejsze niż alokacja środków publicznych
Teza…  "
1833525017780613376,"Brawo Słowacja! Jak widać są kraje, które nie boją się sprzeciwić unijnej ideologii klimatyzmu i stanąć po stronie interesów narodowych swoich obywateli! "
1833431031350796544,"""Przywrócenie rządów prawa musi polegać na działaniu zgodnym z prawem i z Konstytucją"" - mówił jeszcze niedawno Donald Tusk. Chyba niezbyt szczerze.  😉  "
1833224251937071360,W Londynie postanowili walczyć z antysemityzmem poprzez... segregację rasową. Czy to aby na pewno dobrze przemyślane rozwiązanie?  🙃  
1833167127630479872," I wy z Konstytucją na ustach chcieliście ""przywracać praworządność""? Kompromitacja!"
